"filename", "language", "Python", "JavaScript", "Markdown", "JSON", "PostCSS", "HTML", "PowerShell", "comment", "blank", "total"
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\policy_session_runtime_parts\manifest.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\policy_session_runtime_parts\policy_recommendation_runtime.py", "Python", 802, 0, 0, 0, 0, 0, 0, 0, 56, 858
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\policy_session_runtime_parts\policy_snapshot_runtime.py", "Python", 351, 0, 0, 0, 0, 0, 0, 0, 26, 377
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\release_management_service.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 3, 6
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\release_management_service_parts\manifest.json", "JSON", 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\release_management_service_parts\release_confirmation.py", "Python", 552, 0, 0, 0, 0, 0, 0, 0, 26, 578
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\release_management_service_parts\release_publish_runtime.py", "Python", 698, 0, 0, 0, 0, 0, 0, 58, 46, 802
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\release_management_service_parts\release_review_core.py", "Python", 681, 0, 0, 0, 0, 0, 0, 0, 90, 771
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\release_management_service_parts\release_review_execution.py", "Python", 740, 0, 0, 0, 0, 0, 0, 0, 55, 795
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\release_management_service_parts\release_review_lifecycle.py", "Python", 763, 0, 0, 0, 0, 0, 0, 37, 35, 835
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\role_creation_service.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 3, 6
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\role_creation_service_parts\analyst_bridge.py", "Python", 521, 0, 0, 0, 0, 0, 0, 0, 36, 557
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\role_creation_service_parts\core_and_storage.py", "Python", 578, 0, 0, 0, 0, 0, 0, 64, 62, 704
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\role_creation_service_parts\manifest.json", "JSON", 0, 0, 0, 9, 0, 0, 0, 0, 1, 10
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\role_creation_service_parts\role_creation_message_runtime.py", "Python", 688, 0, 0, 0, 0, 0, 0, 9, 28, 725
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\role_creation_service_parts\session_commands.py", "Python", 1020, 0, 0, 0, 0, 0, 0, 32, 28, 1080
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\role_creation_service_parts\session_queries_and_internal_tasks.py", "Python", 721, 0, 0, 0, 0, 0, 0, 27, 36, 784
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\role_creation_service_parts\spec_and_reply_builder.py", "Python", 1337, 0, 0, 0, 0, 0, 0, 8, 100, 1445
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\role_creation_service_parts\workspace_and_projection.py", "Python", 636, 0, 0, 0, 0, 0, 0, 34, 50, 720
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\runtime_upgrade_service.py", "Python", 576, 0, 0, 0, 0, 0, 0, 0, 95, 671
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\schedule_service.py", "Python", 1307, 0, 0, 0, 0, 0, 0, 124, 126, 1557
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\session_orchestration.py", "Python", 777, 0, 0, 0, 0, 0, 0, 0, 33, 810
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\task_orchestration.py", "Python", 707, 0, 0, 0, 0, 0, 0, 0, 71, 778
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\trainer_assignment_service.py", "Python", 70, 0, 0, 0, 0, 0, 0, 0, 11, 81
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\training_loop_service.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 3, 6
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\training_loop_service_parts\loop_round_rollback.py", "Python", 142, 0, 0, 0, 0, 0, 0, 8, 8, 158
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\training_loop_service_parts\loop_round_runtime.py", "Python", 1074, 0, 0, 0, 0, 0, 0, 31, 56, 1161
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\training_loop_service_parts\loop_state_store.py", "Python", 201, 0, 0, 0, 0, 0, 0, 262, 24, 487
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\training_loop_service_parts\manifest.json", "JSON", 0, 0, 0, 5, 0, 0, 0, 0, 1, 6
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\training_plan_service.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 3, 6
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\training_plan_service_parts\manifest.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\training_plan_service_parts\queue_execution_runtime.py", "Python", 275, 0, 0, 0, 0, 0, 0, 86, 15, 376
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\training_plan_service_parts\queue_management.py", "Python", 599, 0, 0, 0, 0, 0, 0, 61, 45, 705
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\training_registry_service.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 3, 6
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\training_registry_service_parts\manifest.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\training_registry_service_parts\registry_release_assets.py", "Python", 469, 0, 0, 0, 0, 0, 0, 38, 27, 534
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\training_registry_service_parts\registry_sync_and_overview.py", "Python", 483, 0, 0, 0, 0, 0, 0, 99, 31, 613
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\training_workflow.py", "Python", 538, 0, 0, 0, 0, 0, 0, 0, 41, 579
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\training_workflow_execution_service.py", "Python", 720, 0, 0, 0, 0, 0, 0, 0, 22, 742
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\work_record_store.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 0, 3
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\work_record_store_index.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 4, 7
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\work_record_store_index_parts\index_core_and_schema.py", "Python", 259, 0, 0, 0, 0, 0, 0, 263, 59, 581
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\work_record_store_index_parts\manifest.json", "JSON", 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\work_record_store_index_parts\query_accessors.py", "Python", 241, 0, 0, 0, 0, 0, 0, 67, 29, 337
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\work_record_store_index_parts\session_and_analysis_sync.py", "Python", 180, 0, 0, 0, 0, 0, 0, 26, 9, 215
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\work_record_store_index_parts\task_and_system_sync.py", "Python", 773, 0, 0, 0, 0, 0, 0, 66, 61, 900
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\work_record_store_migration.py", "Python", 349, 0, 0, 0, 0, 0, 0, 10, 27, 386
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\work_record_store_parts\analysis_records.py", "Python", 298, 0, 0, 0, 0, 0, 0, 0, 43, 341
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\work_record_store_parts\manifest.json", "JSON", 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\work_record_store_parts\session_records.py", "Python", 197, 0, 0, 0, 0, 0, 0, 0, 29, 226
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\work_record_store_parts\store_core_and_paths.py", "Python", 298, 0, 0, 0, 0, 0, 0, 0, 138, 436
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\work_record_store_parts\task_run_records.py", "Python", 224, 0, 0, 0, 0, 0, 0, 0, 25, 249
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\work_record_store_system.py", "Python", 165, 0, 0, 0, 0, 0, 0, 0, 45, 210
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\README.md", "Markdown", 0, 0, 69, 0, 0, 0, 0, 0, 11, 80
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\app_navigation_and_event_binding.js", "JavaScript", 0, 834, 0, 0, 0, 0, 0, 1, 7, 842
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\app_policy_state_cache.js", "JavaScript", 0, 354, 0, 0, 0, 0, 0, 5, 17, 376
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\app_runtime_controls.js", "JavaScript", 0, 327, 0, 0, 0, 0, 0, 0, 5, 332
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\app_runtime_state_helpers.js", "JavaScript", 0, 812, 0, 0, 0, 0, 0, 3, 66, 881
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\app_shell_and_bootstrap.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 3, 1, 4
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\app_state_and_utils.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 3, 1, 4
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\app_status_and_icon_utils.js", "JavaScript", 0, 832, 0, 0, 0, 0, 0, 6, 55, 893
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\assignment_center.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 4, 1, 5
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\assignment_center_events.js", "JavaScript", 0, 814, 0, 0, 0, 0, 0, 0, 41, 855
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\assignment_center_execution_runtime.js", "JavaScript", 0, 601, 0, 0, 0, 0, 0, 2, 36, 639
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\assignment_center_render_runtime.js", "JavaScript", 0, 836, 0, 0, 0, 0, 0, 1, 43, 880
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\assignment_center_state_helpers.js", "JavaScript", 0, 972, 0, 0, 0, 0, 0, 3, 55, 1030
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\bundle_manifest.json", "JSON", 0, 0, 0, 53, 0, 0, 0, 0, 1, 54
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\codex_failure_card_helpers.js", "JavaScript", 0, 271, 0, 0, 0, 0, 0, 0, 13, 284
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\codex_failure_normalize_bootstrap.js", "JavaScript", 0, 45, 0, 0, 0, 0, 0, 0, 1, 46
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\defect_center_events.js", "JavaScript", 0, 411, 0, 0, 0, 0, 0, 0, 13, 424
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\defect_center_render_runtime.js", "JavaScript", 0, 809, 0, 0, 0, 0, 0, 0, 45, 854
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\defect_center_state_helpers.js", "JavaScript", 0, 243, 0, 0, 0, 0, 0, 0, 27, 270
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\policy_confirm_and_interactions.js", "JavaScript", 0, 1066, 0, 0, 0, 0, 0, 0, 40, 1106
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\policy_gate_and_cache.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 3, 1, 4
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\policy_gate_and_session_core.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 3, 1, 4
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\policy_gate_render_helpers.js", "JavaScript", 0, 739, 0, 0, 0, 0, 0, 3, 39, 781
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\policy_gate_runtime.js", "JavaScript", 0, 335, 0, 0, 0, 0, 0, 0, 11, 346
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\policy_session_actions.js", "JavaScript", 0, 797, 0, 0, 0, 0, 0, 0, 19, 816
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\policy_session_gate_state.js", "JavaScript", 0, 323, 0, 0, 0, 0, 0, 0, 5, 328
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\runtime_upgrade_banner.js", "JavaScript", 0, 931, 0, 0, 0, 0, 0, 0, 61, 992
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\schedule_center_events.js", "JavaScript", 0, 677, 0, 0, 0, 0, 0, 0, 36, 713
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\schedule_center_render_runtime.js", "JavaScript", 0, 435, 0, 0, 0, 0, 0, 0, 15, 450
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\schedule_center_state_helpers.js", "JavaScript", 0, 202, 0, 0, 0, 0, 0, 0, 22, 224
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\session_and_agent_meta.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 3, 1, 4
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\session_policy_card_helpers.js", "JavaScript", 0, 599, 0, 0, 0, 0, 0, 0, 37, 636
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\session_policy_confirm_actions.js", "JavaScript", 0, 307, 0, 0, 0, 0, 0, 2, 11, 320
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\session_policy_confirm_helpers.js", "JavaScript", 0, 747, 0, 0, 0, 0, 0, 1, 28, 776
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\training_center_actions_and_probe.js", "JavaScript", 0, 936, 0, 0, 0, 0, 0, 2, 16, 954
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\training_center_actions_runtime.js", "JavaScript", 0, 302, 0, 0, 0, 0, 0, 1, 17, 320
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\training_center_agent_catalog.js", "JavaScript", 0, 911, 0, 0, 0, 0, 0, 2, 50, 963
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\training_center_agent_context.js", "JavaScript", 0, 423, 0, 0, 0, 0, 0, 1, 14, 438
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\training_center_and_bootstrap.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 7, 1, 8
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\training_center_loop_core.js", "JavaScript", 0, 712, 0, 0, 0, 0, 0, 1, 50, 763
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\training_center_loop_create_dialog.js", "JavaScript", 0, 629, 0, 0, 0, 0, 0, 1, 17, 647
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\training_center_loop_views.js", "JavaScript", 0, 1075, 0, 0, 0, 0, 0, 1, 35, 1111
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\training_center_queue_runtime.js", "JavaScript", 0, 274, 0, 0, 0, 0, 0, 1, 23, 298
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\training_center_release_review.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 4, 1, 5
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\training_center_release_review_progress.js", "JavaScript", 0, 392, 0, 0, 0, 0, 0, 2, 20, 414
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\training_center_release_review_render.js", "JavaScript", 0, 415, 0, 0, 0, 0, 0, 1, 14, 430
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\training_center_release_review_report.js", "JavaScript", 0, 716, 0, 0, 0, 0, 0, 1, 39, 756
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\training_center_role_creation.js", "JavaScript", 0, 1298, 0, 0, 0, 0, 0, 1, 40, 1339
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\training_center_role_creation_runtime.js", "JavaScript", 0, 792, 0, 0, 0, 0, 0, 1, 59, 852
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\workflow_queue_and_batch.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 3, 1, 4
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\workflow_queue_batch_runtime.js", "JavaScript", 0, 765, 0, 0, 0, 0, 0, 0, 37, 802
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\workflow_queue_selection_core.js", "JavaScript", 0, 448, 0, 0, 0, 0, 0, 0, 26, 474
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\web_client\workflow_runtime_controls.js", "JavaScript", 0, 253, 0, 0, 0, 0, 0, 1, 11, 265
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\workflow_web_client.js", "JavaScript", 0, 3, 0, 0, 0, 0, 0, 2, 1, 6
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\workflow_web_server.py", "Python", 5, 0, 0, 0, 0, 0, 0, 3, 4, 12
"Total", "-", 68016, 26141, 451, 146, 7194, 1549, 2050, 3162, 9061, 117770
