"filename", "language", "Python", "JavaScript", "Markdown", "JSON", "PostCSS", "HTML", "comment", "blank", "total"
"d:\code\AI\J-Agents\workflow\src\workflow_app\web_client\policy_gate_runtime.js", "JavaScript", 0, 335, 0, 0, 0, 0, 0, 11, 346
"d:\code\AI\J-Agents\workflow\src\workflow_app\web_client\policy_session_actions.js", "JavaScript", 0, 796, 0, 0, 0, 0, 0, 19, 815
"d:\code\AI\J-Agents\workflow\src\workflow_app\web_client\policy_session_gate_state.js", "JavaScript", 0, 323, 0, 0, 0, 0, 0, 5, 328
"d:\code\AI\J-Agents\workflow\src\workflow_app\web_client\runtime_upgrade_banner.js", "JavaScript", 0, 885, 0, 0, 0, 0, 0, 59, 944
"d:\code\AI\J-Agents\workflow\src\workflow_app\web_client\schedule_center_events.js", "JavaScript", 0, 677, 0, 0, 0, 0, 0, 36, 713
"d:\code\AI\J-Agents\workflow\src\workflow_app\web_client\schedule_center_render_runtime.js", "JavaScript", 0, 435, 0, 0, 0, 0, 0, 15, 450
"d:\code\AI\J-Agents\workflow\src\workflow_app\web_client\schedule_center_state_helpers.js", "JavaScript", 0, 202, 0, 0, 0, 0, 0, 22, 224
"d:\code\AI\J-Agents\workflow\src\workflow_app\web_client\session_and_agent_meta.js", "JavaScript", 0, 0, 0, 0, 0, 0, 3, 1, 4
"d:\code\AI\J-Agents\workflow\src\workflow_app\web_client\session_policy_card_helpers.js", "JavaScript", 0, 599, 0, 0, 0, 0, 0, 37, 636
"d:\code\AI\J-Agents\workflow\src\workflow_app\web_client\session_policy_confirm_actions.js", "JavaScript", 0, 287, 0, 0, 0, 0, 2, 11, 300
"d:\code\AI\J-Agents\workflow\src\workflow_app\web_client\session_policy_confirm_helpers.js", "JavaScript", 0, 746, 0, 0, 0, 0, 1, 28, 775
"d:\code\AI\J-Agents\workflow\src\workflow_app\web_client\training_center_actions_and_probe.js", "JavaScript", 0, 1170, 0, 0, 0, 0, 2, 29, 1201
"d:\code\AI\J-Agents\workflow\src\workflow_app\web_client\training_center_agent_catalog.js", "JavaScript", 0, 911, 0, 0, 0, 0, 2, 50, 963
"d:\code\AI\J-Agents\workflow\src\workflow_app\web_client\training_center_agent_context.js", "JavaScript", 0, 423, 0, 0, 0, 0, 1, 14, 438
"d:\code\AI\J-Agents\workflow\src\workflow_app\web_client\training_center_and_bootstrap.js", "JavaScript", 0, 0, 0, 0, 0, 0, 7, 1, 8
"d:\code\AI\J-Agents\workflow\src\workflow_app\web_client\training_center_loop_core.js", "JavaScript", 0, 690, 0, 0, 0, 0, 1, 48, 739
"d:\code\AI\J-Agents\workflow\src\workflow_app\web_client\training_center_loop_views.js", "JavaScript", 0, 831, 0, 0, 0, 0, 1, 32, 864
"d:\code\AI\J-Agents\workflow\src\workflow_app\web_client\training_center_queue_runtime.js", "JavaScript", 0, 274, 0, 0, 0, 0, 1, 23, 298
"d:\code\AI\J-Agents\workflow\src\workflow_app\web_client\training_center_release_review.js", "JavaScript", 0, 0, 0, 0, 0, 0, 4, 1, 5
"d:\code\AI\J-Agents\workflow\src\workflow_app\web_client\training_center_release_review_progress.js", "JavaScript", 0, 388, 0, 0, 0, 0, 2, 20, 410
"d:\code\AI\J-Agents\workflow\src\workflow_app\web_client\training_center_release_review_render.js", "JavaScript", 0, 389, 0, 0, 0, 0, 1, 14, 404
"d:\code\AI\J-Agents\workflow\src\workflow_app\web_client\training_center_release_review_report.js", "JavaScript", 0, 702, 0, 0, 0, 0, 1, 39, 742
"d:\code\AI\J-Agents\workflow\src\workflow_app\web_client\training_center_role_creation.js", "JavaScript", 0, 1914, 0, 0, 0, 0, 1, 89, 2004
"d:\code\AI\J-Agents\workflow\src\workflow_app\web_client\workflow_queue_and_batch.js", "JavaScript", 0, 0, 0, 0, 0, 0, 3, 1, 4
"d:\code\AI\J-Agents\workflow\src\workflow_app\web_client\workflow_queue_batch_runtime.js", "JavaScript", 0, 765, 0, 0, 0, 0, 0, 37, 802
"d:\code\AI\J-Agents\workflow\src\workflow_app\web_client\workflow_queue_selection_core.js", "JavaScript", 0, 448, 0, 0, 0, 0, 0, 26, 474
"d:\code\AI\J-Agents\workflow\src\workflow_app\web_client\workflow_runtime_controls.js", "JavaScript", 0, 253, 0, 0, 0, 0, 1, 11, 265
"d:\code\AI\J-Agents\workflow\src\workflow_app\workflow_web_client.js", "JavaScript", 0, 3, 0, 0, 0, 0, 2, 1, 6
"d:\code\AI\J-Agents\workflow\src\workflow_app\workflow_web_server.py", "Python", 5, 0, 0, 0, 0, 0, 3, 4, 12
"Total", "-", 44230, 23997, 391, 138, 6157, 1124, 2775, 6193, 85005
